btcopening,btcclosing,btcquantity,btcamount,daxopening,daxclosing,daxlowest,daxhighest,djiopening,djiclosing,djilowest,djihighest,hsiopening,hsiclosing,hsilowest,hsihighest,year,month,day,target
1444.99989,1468.99999,66.95182079,322.0,23.126719254676644,22.89329719543457,22.893297195434567,23.126719254676644,17729.69921875,17729.69921875,17729.69921875,17729.69921875,22479.69921875,22479.69921875,22479.69921875,22479.69921875,2015,12,2,0
1466.99989,1425.00001,105.64376758,394.0,22.965115725951122,22.62036895751953,22.620368957519535,22.965115725951122,17477.69921875,17477.69921875,17477.69921875,17477.69921875,0.10999999940395355,0.10999999940395355,0.10999999940395355,0.10999999940395355,2015,12,3,1
1449.99755,1461.52935,54.85615129,279.0,22.713737285788408,22.84032440185547,22.570093230077873,22.840324401855472,17847.599609375,17847.599609375,17847.599609375,17847.599609375,22235.900390625,22235.900390625,22235.900390625,22235.900390625,2015,12,4,0
1504.00023,1575.88335,86.26854187,414.0,22.947162132842777,22.83045196533203,22.803518059426892,22.947162132842777,17730.5,17730.5,17730.5,17730.5,22203.19921875,22203.19921875,22203.19921875,22203.19921875,2015,12,7,0
1576.0,1636.46,125.06605866,596.0,22.570097719678245,22.507253646850586,22.50725364685059,22.570097719678245,17568.0,17568.0,17568.0,17568.0,21905.099609375,21905.099609375,21905.099609375,21905.099609375,2015,12,8,0
1638.50999,1640.00063,109.9168998,523.0,22.462360769098677,22.417470932006836,22.32320484267226,22.58804888821144,17492.30078125,17492.30078125,17492.30078125,17492.30078125,21803.80078125,21803.80078125,21803.80078125,21803.80078125,2015,12,9,0
1640.00194,1655.0,118.96387791,407.0,22.417470932006836,22.417470932006836,22.417470932006836,22.417470932006836,17574.80078125,17574.80078125,17574.80078125,17574.80078125,21704.599609375,21704.599609375,21704.599609375,21704.599609375,2015,12,10,0
1669.9999,1797.99945,162.93244544,498.0,22.130183823324433,21.99551773071289,21.99551773071289,22.130183823324433,17265.19921875,17265.19921875,17265.19921875,17265.19921875,0.10999999940395355,0.10999999940395355,0.10899999737739563,0.10999999940395355,2015,12,11,0
1740.98345,1732.99632,96.97801868,467.0,21.90573870592237,21.744138717651367,21.744138717651367,21.914716673312114,17368.5,17368.5,17368.5,17368.5,21309.80078125,21309.80078125,21309.80078125,21309.80078125,2015,12,14,1
1750.0,1839.99,216.58059956,570.0,22.131980895996094,22.131980895996094,22.131980895996094,22.131980895996094,17524.900390625,17524.900390625,17524.900390625,17524.900390625,21274.400390625,21274.400390625,21274.400390625,21274.400390625,2015,12,15,0
