"bvpopening";"bvpclosing";"bvplowest";"bvphighest";"ptropening";"ptrclosing";"ptrlowest";"ptrhighest";"abeopening";"abeclosing";"abelowest";"abehighest";"cmiopening";"cmiclosing";"cmilowest";"cmihighest";"ggbopening";"ggbclosing";"ggblowest";"ggbhighest";"ituopening";"ituclosing";"itulowest";"ituhighest";"bbdopening";"bbdclosing";"bbdlowest";"bbdhighest";"bbaopening";"bbaclosing";"bbalowest";"bbahighest";"valopening";"valclosing";"vallowest";"valhighest";"date"
"48028";"49017";"48028";"49264";"8.776064657737528";"8.7575101852417";"8.571969883913136";"8.933774135048294";"13.998192294036032";"14.140348434448242";"13.956382321246416";"14.215607661428132";"7.900762647888968";"8.233006477355957";"7.840958322990974";"8.37254831401505";"8.124665480006957";"8.503816604614258";"8.034391074749777";"8.675336941498259";"13.977687371371534";"14.15493392944336";"13.849905234523115";"14.229129134310396";"12.531153264143247";"12.584628105163574";"12.370725873875438";"12.623844326608335";"15.932268327412134";"15.854063987731934";"15.80429808285152";"16.266411800194348";"16.349641404694097";"16.994306564331055";"16.194301276961355";"17.25838641106883";"2015-01-16"
"49009";"47758";"47503";"49009";"8.67401816295211";"8.507031440734863";"8.48847696727695";"8.850281237172325";"14.05672927959155";"13.881125450134277";"13.830953155281984";"14.131988519344238";"8.259587792799875";"7.708063125610352";"7.708063125610352";"8.259587792799875";"8.47673227347364";"8.13369083404541";"7.926060103979771";"8.648252562727608";"14.06012870604087";"13.643806457519531";"13.581975926116497";"14.233252767001186";"12.513322145036588";"12.320809364318848";"12.228118344033142";"12.709400295827495";"15.854059970717334";"15.782966613769531";"15.704762293904315";"16.216641786430344";"16.660327947350765";"16.8156681060791";"16.543820976494924";"16.838969796539804";"2015-01-19"
"47759";"47877";"47619";"48687";"8.905944121116855";"8.636910438537598";"8.488477299247297";"9.137869740055045";"14.031639201129485";"14.131983757019043";"13.956379986738336";"14.173795317762993";"7.973857257442173";"7.774510383605957";"7.674837627303482";"7.973857257442173";"8.214936732005265";"8.296182632446289";"8.097580394585737";"8.440621797599693";"13.870511734542923";"13.689144134521484";"13.586094232057688";"13.919976144355223";"12.548978500366442";"12.281599998474121";"12.242383777618905";"12.56680392497305";"16.13843315064615";"15.71186637878418";"15.65499089960381";"16.266401961788198";"17.14965040725729";"16.885570526123047";"16.714695918926356";"17.14965040725729";"2015-01-20"
"47888";"49224";"47888";"49329";"8.766787776548634";"9.184253692626953";"8.646186354619166";"9.202808165874247";"14.17379765233697";"14.29086685180664";"14.08181379849753";"14.38285070564608";"7.834314720180831";"7.814380168914795";"7.621678826060811";"7.9406323269330255";"8.440619716163758";"8.251044273376465";"7.962166875226311";"8.476729283317528";"13.89113264705964";"14.093110084533691";"13.672666585704418";"14.192037546914475";"12.466984730320267";"12.58106517791748";"12.228126284357133";"12.670192319607423";"15.889604455115217";"16.109996795654297";"15.797180942102385";"16.19531070335702";"16.98654319456591";"17.14965057373047";"16.706928851486566";"17.30499220465179";"2015-01-21"
"49227";"49443";"49227";"50281";"9.369795948753904";"9.490396499633789";"9.249194513147938";"9.703768542544678";"14.382850174779447";"14.449747085571289";"14.198882473890759";"14.55009165428497";"7.767864795834211";"7.854248523712158";"7.734641227502711";"8.080174097167793";"8.260073537092492";"8.214937210083008";"8.106607614683538";"8.449649037661185";"14.257979981464935";"14.16317367553711";"14.084855981192783";"14.426981472099289";"12.727228758210371";"12.720099449157715";"12.627408396250308";"12.958957824082157";"16.173976736690985";"16.245071411132812";"16.152647927552998";"16.529448752881994";"17.35935930178693";"17.017608642578125";"16.901103173730043";"17.76324630981121";"2015-01-22"
"49432";"48775";"48496";"49523";"9.379072932671953";"9.258471488952637";"9.165701760132798";"9.65738388858375";"14.257418987102898";"14.24069595336914";"14.207246696004871";"14.391212826663226";"7.767865047801409";"7.581808567047119";"7.555229167027305";"8.080174359265406";"8.16980068231971";"8.061471939086914";"8.007307137010356";"8.16980068231971";"14.257986067708174";"14.027153968811035";"13.895249300740543";"14.426987630483476";"12.727228685323848";"12.609582901000977";"12.399244630698265";"12.958957749868562";"16.173986573571764";"16.202425003051758";"16.038906745579705";"16.529458805957958";"17.3593605676684";"15.937990188598633";"15.899154041852315";"17.76324760514498";"2015-01-23"
"48712";"48577";"48004";"48712";"9.082206134447263";"9.119314193725586";"8.961604720611232";"9.249192843562676";"14.115262917045762";"14.207246780395508";"14.056728311258972";"14.315955272526736";"7.455556496677491";"7.475491046905518";"7.342592684154145";"7.608388048425697";"7.944114427919606";"8.070497512817383";"7.853840057918169";"8.160771882818821";"13.961204959939195";"14.192035675048828";"13.854032486269018";"14.220890406292883";"12.424200300070261";"12.812789916992188";"12.424200300070261";"12.823484596884454";"16.046013285676523";"16.017576217651367";"15.818511317400496";"16.18820269385839";"15.54186819635893";"15.207884788513184";"15.200117560255455";"15.619538997488899";"2015-01-26"
"48577";"48591";"47352";"48864";"9.01726999110877";"9.406905174255371";"8.84100599244778";"9.620276358740982";"14.106901786401924";"14.182159423828125";"14.023280239880396";"14.24069562285703";"7.475491093475308";"7.6150336265563965";"7.276144228721982";"7.681482127730438";"8.052444997978958";"7.935088634490967";"7.682321545935505";"8.097582193308245";"14.13844394683838";"14.138443946838379";"13.833416708368397";"14.249737456865978";"12.627408877523365";"12.834181785583496";"12.477676178471551";"12.926872842023672";"15.903826445269141";"16.351720809936523";"15.591010537045962";"16.394377093233704";"15.044778232901177";"14.757396697998047";"14.431180501205459";"15.176818157351686";"2015-01-27"
"48589";"47695";"47550";"48589";"8.74823468119359";"8.451369285583496";"8.302937030141463";"8.85028163562848";"14.073452856444543";"14.24069595336914";"14.031642879687583";"14.3661274785884";"7.482135730007776";"7.794445037841797";"7.435621099898152";"7.821024437552677";"7.817729571711319";"7.871894359588623";"7.691346501531106";"8.079524181124743";"13.973564638159917";"13.849905014038086";"13.845783930313788";"14.270349733807581";"12.673753122706287";"12.566802024841309";"12.531151181018592";"12.994607849904398";"16.0957767239756";"15.647882461547852";"15.64077285661808";"16.28062238409421";"14.539920886739846";"14.671960830688477";"14.485551759487048";"15.029245994910251";"2015-01-28"
"47696";"47762";"47007";"47894";"8.395706514116458";"8.043179512023926";"7.737037804761499";"8.423537337124158";"14.282505455740727";"14.767508506774902";"14.173798562814241";"14.817680796206487";"7.801088546187137";"8.233006477355957";"7.628321782088924";"8.233006477355957";"7.898977242918888";"8.070497512817383";"7.898977242918888";"8.260073001084244";"13.973563322960446";"13.755097389221191";"13.524265351536851";"14.031271332381532";"12.691582421983531";"12.395682334899902";"12.199604067574866";"12.80922823549566";"15.818508026707486";"15.320846557617188";"15.24264361980239";"15.825617631239451";"14.757396920218298";"14.019526481628418";"13.910788241542614";"14.920504280347005";"2015-01-29"
"47759";"46908";"46484";"47759";"7.607159124923871";"7.699929714202881";"7.495834948624603";"7.737037772969304";"14.583539970158032";"14.792593002319336";"14.47483150026324";"14.943111440667165";"8.040305802497102";"7.914052963256836";"7.747931021293002";"8.040305802497102";"7.926060913433409";"8.368404388427734";"7.772594967992183";"8.386458749757088";"13.487168974393498";"13.56136417388916";"13.384119055617102";"13.635560800352792";"12.22812202311706";"12.024913787841797";"11.935787394012353";"12.260207496223597";"15.143113324275696";"14.688109397888184";"14.64545311879402";"15.164442141832108";"13.747680571055941";"14.454482078552246";"13.708844428011025";"14.508851197367749";"2015-01-30"
"46933";"47651";"46760";"47684";"7.848364863663117";"8.15450668334961";"7.542223043976625";"8.15450668334961";"14.65043884723778";"14.625351905822754";"14.449748100762394";"14.742421109196329";"7.980501146698678";"8.292810440063477";"7.814379225586481";"8.372548635501868";"8.305211557608196";"8.557978630065918";"8.251047615398853";"8.729499789209626";"13.699514974941877";"13.740753173828125";"13.464453243957408";"13.765496664207426";"12.174652047481068";"12.149697303771973";"11.814581631767664";"12.220997595515056";"14.780532646755479";"14.361075401306152";"14.147791297711326";"14.936939904576773";"14.718562761854729";"15.332159042358398";"14.485550334686371";"15.3942953933138";"2015-02-02"
"47664";"48964";"47664";"48993";"8.358598850617431";"9.24919319152832";"8.358598850617431";"9.27702401585261";"14.700609743300106";"14.675522804260254";"14.533366672930663";"14.817678935589843";"8.39248462182411";"8.126689910888672";"8.100110507856694";"8.485513213051696";"8.783662929254517";"8.720471382141113";"8.630197866396289";"8.964211682584686";"14.223250628010822";"14.12427806854248";"14.05417197022852";"14.297481118326514";"12.48526076783313";"12.599411964416504";"12.31403469019544";"12.624381866259082";"14.560140670154864";"14.823190689086914";"14.41084300028823";"15.008036391792364";"15.798186419220158";"16.209840774536133";"15.635077530718418";"16.481686452959305";"2015-02-03"
"48965";"49301";"48214";"49718";"9.55533441408";"9.295578002929688";"8.868834885105503";"10.00063111890911";"14.65043738121481";"14.499918937683105";"14.399572777012596";"14.800955824746513";"8.173203427719255";"8.033660888671875";"7.907408731043151";"8.266232013956051";"8.702415717476866";"8.630196571350098";"8.54894981672745";"8.91907315585717";"14.111911663004436";"14.643891334533691";"14.021186425571232";"14.730493606023433";"12.59940613056905";"12.916888236999512";"12.46385119911834";"13.031039380727986";"14.915617335646385";"15.854063987731934";"14.915617335646385";"15.946487544812024";"16.186537500044402";"15.961292266845703";"15.65837769394178";"16.44285017283565";"2015-02-04"
"49299";"49234";"49020";"49816";"9.147145017002847";"9.119314193725586";"8.998712779889557";"9.54605731778926";"14.499922232723904";"14.834406852722168";"14.349403754987565";"14.834406852722166";"7.960567137776061";"7.887473106384277";"7.860893706102027";"8.113399370014594";"8.585060678063746";"8.720471382141113";"8.585060678063746";"8.801718148955636";"14.577912223349774";"14.520177841186523";"14.433576981751672";"14.75523833652401";"12.763501172067897";"12.709992408752441";"12.699291229879103";"12.913323414192163";"15.704763335303507";"16.202425003051758";"15.697653727933508";"16.628990597100028";"15.96905490016843";"15.883618354797363";"15.868083898749072";"16.442845439510442";"2015-02-05"
"49231";"48792";"48209";"49231";"9.09148358285502";"8.46064567565918";"8.228720078569642";"9.100760819072827";"14.708972003308709";"14.97655963897705";"14.508281276557453";"14.984921951960201";"7.840958592713109";"7.621677875518799";"7.482135353444039";"7.987145964381165";"8.62117241942332";"8.819775581359863";"8.368405306635298";"8.837829944670199";"14.433567894708798";"14.487177848815918";"14.268612213060385";"14.561406906224304";"12.681457813332502";"12.763504028320312";"12.44958788821808";"12.774205209588391";"15.996249033370503";"15.569682121276855";"15.448821518783971";"15.996249033370503";"15.697209342724793";"15.860318183898926";"15.503033067937317";"16.02342554362565";"2015-02-06"
"48792";"49383";"48416";"49522";"8.163782668579772";"8.720403671264648";"8.089566534888455";"8.785343451789126";"14.951475026555391";"15.193977355957031";"14.84276813075531";"15.219064298810142";"7.601743801619085";"7.661548137664795";"7.475491640155626";"7.8077355315539245";"8.75658119504917";"9.334335327148438";"8.75658119504917";"9.505855614299628";"14.355220771626124";"14.577909469604492";"14.355220771626124";"14.623272087905255";"12.681456528488924";"12.895488739013672";"12.649351553462758";"12.895488739013672";"15.427498685162982";"15.967815399169922";"15.320855908116563";"15.967815399169924";"15.728280741220939";"16.769065856933594";"15.697211821254523";"16.978776622363974";"2015-02-09"
"49359";"48510";"48510";"49799";"8.553417248943052";"8.265829086303711";"8.247275496467067";"9.091484625096365";"15.101988187351292";"15.085265159606934";"14.90965981123481";"15.160522771826065";"7.555229268375553";"7.448911666870117";"7.442266136160429";"7.747930601719753";"9.16281451976605";"8.801718711853027";"8.783663490997217";"9.406554835797579";"14.598529889304654";"14.392335891723633";"14.392335891723633";"14.701626888095165";"12.862336747238034";"12.625870704650879";"12.625870704650879";"13.00564963129847";"15.996245527702154";"15.434598922729492";"15.434598922729492";"16.39437392559533";"16.528289081515645";"15.84478759765625";"15.84478759765625";"16.784601767600975";"2015-02-10"
"48508";"48240";"47841";"48762";"8.293660484970992";"8.423539161682129";"8.173059930906634";"8.52558612463124";"15.026728980184355";"15.085265159606934";"14.784228330939182";"15.110350498697375";"7.482136827906956";"7.502071380615234";"7.40904278736092";"7.615034526577827";"8.801719602808303";"9.144761085510254";"8.765610018361802";"9.144761085510254";"14.508251417134712";"14.149030685424805";"13.992665390927389";"14.580095563476693";"12.59720344216997";"12.28549861907959";"12.188762341413609";"12.747682576567053";"15.64077700948947";"15.605230331420898";"15.427494229040335";"15.925154502094601";"15.790415901832912";"16.388479232788086";"15.790415901832912";"16.450615586559564";"2015-02-11"
"48240";"49533";"48240";"49690";"8.674016875970224";"8.766786575317383";"8.599800762602156";"8.850279924037926";"15.1270809173584";"15.127080917358398";"15.018372423155272";"15.21070246791117";"7.621677998445786";"7.834313869476318";"7.488779643205309";"7.834313869476318";"9.117678761904589";"8.882966041564941";"8.774637292389803";"9.289199066201798";"14.30116702996798";"14.52092456817627";"14.242001370102848";"14.592768688227629";"12.504050407257761";"12.7727632522583";"12.410897274130916";"12.7727632522583";"15.861173253741875";"16.429929733276367";"15.747422229038811";"16.429929733276367";"16.854502496613208";"16.76129722595215";"16.520519042128395";"16.98654243253866";"2015-02-12"
"49546";"50636";"49476";"50726";"8.980160019285872";"9.304855346679688";"8.961605545575711";"9.369795119939251";"15.168890922696542";"15.0518217086792";"14.892940921835361";"15.235787844270513";"7.648258845239768";"7.9472784996032715";"7.648258845239768";"8.066886497471812";"8.901019690800407";"9.153787612915039";"8.891992941447977";"9.289198323324785";"14.613906489916506";"15.00270938873291";"14.558967442837979";"15.011161212203634";"12.883837870479605";"13.113139152526855";"12.769188670206963";"13.134636597953468";"16.508127156874135";"17.48923110961914";"16.465470875977875";"17.48923110961914";"17.002076675305748";"17.4603328704834";"16.939940317389166";"17.631208965839722";"2015-02-13"
"50639";"51280";"50639";"51868";"9.425458809935886";"9.31413459777832";"9.286303765920476";"9.592445570535332";"15.160527560936323";"15.219063758850098";"15.093630643983175";"15.369580625783449";"8.080173580736375";"8.233006477355957";"8.007080237724468";"8.286165272273706";"9.216979839640482";"9.280171394348145";"9.216979839640482";"9.469746919391499";"15.302765131293615";"15.091459274291992";"15.006936638888796";"15.361930829774579";"13.353186985857377";"13.256450653076172";"13.170463762215654";"13.43559217016183";"17.553211469893725";"17.02711296081543";"16.977345731184286";"17.837588859122757";"17.631209394770792";"17.638975143432617";"17.61567493455182";"17.864220372264747";"2015-02-18"
"51281";"51294";"50870";"51638";"9.239917428139725";"9.007991790771484";"8.952329248523625";"9.249194665968718";"15.18561460471094";"15.244149208068848";"15.101993059221789";"15.352857695689242";"8.206428778815827";"8.19313907623291";"8.093466306861034";"8.259588269763215";"9.370446471013887";"9.12670612335205";"8.946158195965742";"9.370446471013887";"15.032284033197898";"15.087223052978516";"14.939309632179091";"15.24358975606097";"13.227785110473633";"13.227785110473633";"13.116717656467856";"13.385429145788256";"17.083989092483282";"17.311491012573242";"16.799610336352423";"17.332818470070173";"17.771013086682867";"17.165184020996094";"17.103047668580846";"17.771013086682867";"2015-02-19"
"51301";"51238";"50711";"51450";"9.110039109373377";"8.943053245544434";"8.841005394882497";"9.184255245458715";"15.29432353242111";"15.193977355957031";"15.093631179492954";"15.302684251757114";"8.219717658940883";"8.080174446105957";"8.000436245189539";"8.219717658940883";"9.162813754535232";"9.189896583557129";"9.04545827245466";"9.334334894659596";"15.214014424449193";"15.167527198791504";"14.905508955544807";"15.222467711305216";"13.249287512272028";"13.260035514831543";"13.084477122354063";"13.328109559460836";"17.469344941877903";"17.10540008544922";"16.948404825488733";"17.469344941877903";"17.25062222034472";"17.569072723388672";"17.04868016687437";"17.63897483023755";"2015-02-20"
"51238";"51281";"50861";"51690";"8.859557634919264";"8.813172340393066";"8.711125400216158";"8.896665693595041";"15.185615515635794";"15.453203201293945";"15.185615515635794";"15.453203201293944";"8.013727312344619";"8.17320442199707";"8.007082461134754";"8.246298465921289";"9.117677250953784";"9.027402877807617";"9.000320910231858";"9.26211555925147";"14.935087275108407";"15.315438270568848";"14.935087275108407";"15.421091162306498";"13.095219329442202";"13.38901138305664";"13.091637624008174";"13.428423109584344";"16.91272022800549";"17.041170120239258";"16.73431601193419";"17.098259414937427";"17.16518219532227";"16.7923641204834";"16.605953601616623";"17.304989343748684";"2015-02-23"
"51288";"51874";"51049";"51956";"8.952328085391667";"9.184253692626953";"8.896666435101746";"9.184253692626953";"15.453203201293944";"15.453203201293945";"15.352858616646346";"15.553549380889958";"8.113399669733278";"8.206427574157715";"8.113399669733278";"8.359260492657677";"9.126705522283237";"9.108651161193848";"9.018376772985793";"9.226007521496172";"15.416864671257207";"15.476030349731445";"15.129489563676794";"15.476030349731447";"13.435589240820049";"13.535908699035645";"13.267197202369346";"13.553822990913465";"17.083996227367013";"16.877046585083008";"16.77000427681605";"17.340897494984347";"16.815665763844947";"17.118581771850586";"16.769063870862336";"17.312758054300176";"2015-02-24"
"51863";"51811";"51051";"51863";"8.44209361228526";"8.720403671264648";"8.349323002808063";"8.720403671264648";"15.419753607454107";"15.260872840881348";"15.193975927842537";"15.419753607454107";"8.100110884812679";"8.27287769317627";"8.04030654459194";"8.345971054915763";"9.027403518469757";"9.216979026794434";"9.000321548972028";"9.2530886064315";"15.277405845970913";"15.514068603515625";"15.192883223560298";"15.514068603515625";"13.371097732301054";"13.611146926879883";"13.299442008938204";"13.611146926879883";"16.541640244318344";"16.520231246948242";"16.284737720342065";"16.605865875312414";"16.955472742673503";"17.196250915527344";"16.93217105570799";"17.289456181941947";"2015-02-25"
"51812";"51761";"51181";"51922";"8.72040309066153";"8.56269359588623";"8.497754704411475";"8.8317281685126";"15.37794441840554";"15.461565971374512";"15.118719039655351";"15.461565971374512";"8.332681096655897";"8.67156982421875";"8.13997907613805";"8.67156982421875";"9.027403771777397";"9.19892406463623";"8.919075029826505";"9.253088866071831";"15.530970843985935";"15.590136528015137";"15.29008292808929";"15.590136528015137";"13.61473332051136";"13.639812469482422";"13.453506103552282";"13.650561911113552";"16.591596065341236";"16.42032814025879";"16.270467855113846";"16.70577468206287";"16.986545657186582";"16.504987716674805";"16.217606102241554";"17.040914791456924";"2015-02-26"
"51760";"51583";"51474";"52457";"8.62763343395464";"8.859559059143066";"8.44209311074911";"8.943052425767068";"15.311046600341797";"15.311046600341797";"15.294323566683959";"15.787687350980129";"8.638345694554031";"8.625055313110352";"8.525382556899984";"8.731374280966005";"9.198923942438087";"9.153787612915039";"9.11767803274442";"9.42460903373453";"15.594363955983516";"15.425318717956543";"15.328119095952873";"15.877513925021841";"13.614737063844677";"13.471424102783203";"13.460674658196544";"13.958687594091737";"16.4131942855769";"16.926998138427734";"16.348968633830957";"17.269535401444973";"16.582658543395777";"16.504987716674805";"16.396249448134125";"16.800135080477133";"2015-02-27"
"51580";"51021";"50775";"51580";"8.757510994574863";"8.738957405090332";"8.59980238741526";"9.007991088061221";"15.386676297668048";"15.210205078125";"15.151381338277318";"15.403483538432157";"8.671570488142155";"8.339325904846191";"8.326036883803908";"8.704794061671375";"9.108652763343999";"8.846858024597168";"8.819776047739365";"9.207953919102962";"15.389380091044934";"15.355557441711426";"15.224493760785517";"15.528899068400792";"13.439167795577065";"13.288688659667969";"13.177621240574357";"13.661302633764286";"16.76286796039014";"16.891319274902344";"16.627280310503163";"17.04831456979682";"16.435084384174083";"15.969060897827148";"15.837020934719646";"16.504987981198514";"2015-03-02"
"51021";"51304";"50995";"51432";"8.989436988696056";"8.87811279296875";"8.831728374960253";"9.0914848316573";"15.27743354789226";"15.487519264221191";"15.168188077818199";"15.563150250325753";"8.339324582693305";"8.139978408813477";"8.05359468111673";"8.445643540332043";"8.846854866710066";"9.036430358886719";"8.846854866710066";"9.090594293268495";"15.342873357167079";"15.473937034606934";"15.21603805963659";"15.473937034606934";"13.285354938309";"13.317618370056152";"13.16347150351066";"13.342711509613038";"16.912722503777147";"16.862768173217773";"16.66295629544562";"16.98408311091501";"16.085565327385275";"16.147703170776367";"16.015663216465747";"16.404015848973717";"2015-03-03"
"51303";"50468";"50399";"51303";"8.729679792190742";"8.599802017211914";"8.544139481702425";"8.766787854288406";"15.243818442932973";"15.386676788330078";"15.126170959485975";"15.479115012653718";"8.060240251348791";"7.933988094329834";"7.933988094329835";"8.173203388244536";"9.018377760220215";"9.442666053771973";"9.018377760220215";"9.587104401980111";"15.275223315751838";"15.338640213012695";"15.190665989124142";"15.406285488869564";"13.11328978647096";"13.041592597961426";"13.005744003706658";"13.213665273762235";"16.591592447375582";"16.01356315612793";"16.01356315612793";"16.613001443761117";"15.906923512896187";"15.837019920349121";"15.604008932824058";"16.054497928434184";"2015-03-04"
"50472";"50365";"50114";"50734";"8.636910716643662";"8.57197093963623";"8.497754809964354";"8.701849608925041";"15.411887483917976";"15.428694725036621";"15.302642019473502";"15.571553068891655";"7.987147907505162";"8.17320442199707";"7.973858205085434";"8.213074209871968";"9.532940509871228";"9.550994873046875";"9.478775698503345";"9.695433222133936";"15.313277119715357";"15.203353881835938";"15.059606533025098";"15.431657117134444";"13.066682190809342";"13.020079612731934";"12.865931293040843";"13.170641344503677";"16.13487766035994";"16.084924697875977";"15.792340532682775";"16.19910328672965";"15.829249908825798";"15.145750045776367";"15.060312007352387";"15.829249908825798";"2015-03-05"
